benchmarkTravelTime,CR-Fairmount,CR-Fitchburg,CR-Franklin,CR-Greenbush,CR-Haverhill,CR-Kingston,CR-Lowell,CR-Middleborough,CR-Needham,CR-Newburyport,CR-Providence,CR-Worcester,North Station,South Station,weekday,hour,month,morning,evening,weekend,rush_hour,holiday,delay_label
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,21,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,21,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,12,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,21,1,0,1,0,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,1,1,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,1,1,0,1,1,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,1,0,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,1,0,1,1,1,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,1,0,1,1,1,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,1,0,1,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,1,1,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,1,1,0,1,1,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,1,1,0,1,1,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,10,1,1,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,1,1,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,12,1,0,0,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,1,0,0,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,1,0,0,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,1,0,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,18,1,0,1,1,1,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,20,1,0,1,1,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,1,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,7,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,1,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,16,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,18,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,14,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,21,1,0,1,0,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,1,1,0,1,1,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,1,1,0,1,1,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,1,1,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,11,1,1,0,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,1,0,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,13,1,0,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,1,0,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,1,0,1,1,1,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,1,0,1,1,1,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,20,1,0,1,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,1,0,1,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,8,1,1,0,1,1,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,14,1,0,0,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,16,1,0,0,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,20,1,0,1,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,20,1,0,1,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,21,1,0,1,1,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0,1,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,1,0,0,1,1,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,1,0,0,0,1,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1,0,0,0,0,1,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,1,0,0,0,0,1,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,0,1,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,1,0,1,1,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,0,1,0,1,1,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,1,0,1,0,0,1,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,1,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,14,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,18,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,20,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,10,1,1,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,14,1,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,15,1,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,16,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,18,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,19,1,0,1,0,1,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20,1,0,1,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,21,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,14,1,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,19,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,20,1,0,1,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,6,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,8,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,9,1,1,0,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,10,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,11,1,1,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,13,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,14,1,0,0,0,0,0,1
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,16,1,0,0,0,0,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,17,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,18,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,19,1,0,1,0,1,0,0
30.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,20,1,0,1,0,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,1,1,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,8,1,1,0,1,1,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,1,1,0,1,1,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,10,1,1,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,12,1,0,0,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,14,1,0,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,17,1,0,1,1,1,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,18,1,0,1,1,1,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,19,1,0,1,1,1,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,20,1,0,1,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,21,1,0,1,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,1,1,0,1,1,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,11,1,1,0,1,0,0,0
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,13,1,0,0,1,0,0,1
25.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,15,1,0,0,1,0,0,0
