actualTravelTimeMin,benchmarkTravelTime,delay,CR-Fairmount,CR-Fitchburg,CR-Franklin,CR-Greenbush,CR-Haverhill,CR-Kingston,CR-Lowell,CR-Middleborough,CR-Needham,CR-Newburyport,CR-Providence,CR-Worcester,North Station,South Station,weekday,hour,month,morning,evening,weekend,rush_hour,holiday,delay_label
65.75,69.0,-3.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,9,4,1,0,0,1,0,0
67.35,71.0,-3.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10,4,1,0,0,0,0,0
69.83333333,73.0,-3.166666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13,4,0,0,0,0,0,0
73.41666667,75.0,-1.5833333330000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,16,4,0,0,0,0,0,0
76.83333333,75.0,1.8333333330000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,17,4,0,1,0,1,0,1
72.66666667,75.0,-2.333333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,18,4,0,1,0,1,0,0
68.2,67.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,18,4,0,1,0,1,0,1
65.9,69.0,-3.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0
64.36666667,68.0,-3.633333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,4,1,0,0,0,0,0
66.21666667,69.0,-2.7833333330000003,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,9,4,1,0,0,1,0,0
68.7,73.0,-4.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,13,4,0,0,0,0,0,0
71.88333333,75.0,-3.116666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,16,4,0,0,0,0,0,0
75.03333333,75.0,0.033333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,17,4,0,1,0,1,0,1
68.03333333,75.0,-6.966666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,18,4,0,1,0,1,0,0
67.91666667,69.0,-1.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,19,4,0,1,0,1,0,0
65.91666667,69.0,-3.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0
63.4,68.0,-4.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7,4,1,0,0,0,0,0
67.46666667,71.0,-3.5333333330000003,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,10,4,1,0,0,0,0,0
72.76666667,75.0,-2.233333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,16,4,0,0,0,0,0,0
72.03333333,75.0,-2.9666666669999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,17,4,0,1,0,1,0,0
67.5,75.0,-7.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,18,4,0,1,0,1,0,0
64.35,69.0,-4.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,21,4,0,1,0,0,0,0
66.25,69.0,-2.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0
60.86666667,68.0,-7.1333333329999995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,7,4,1,0,0,0,0,0
62.58333333,68.0,-5.416666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,17,4,0,1,0,1,0,0
73.4,75.0,-1.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,17,4,0,1,0,1,0,0
72.35,75.0,-2.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,18,4,0,1,0,1,0,0
72.21666667,67.0,5.216666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,18,4,0,1,0,1,0,1
64.13333333,68.0,-3.866666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,11,4,1,0,1,0,0,0
67.53333333,68.0,-0.46666666700000003,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,11,4,1,0,1,0,0,0
73.86666667,68.0,5.8666666670000005,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,17,4,0,1,1,1,0,1
77.0,68.0,9.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,20,4,0,1,1,0,0,1
69.11666667,70.0,-0.8833333329999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,4,0,0,0,0,0,0
65.03333333,73.0,-7.966666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,4,0,0,0,0,0,0
70.98333333,75.0,-4.016666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,4,0,0,0,0,0,0
64.61666667,68.0,-3.383333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,4,0,1,0,1,0,0
71.1,75.0,-3.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,4,0,1,0,1,0,0
67.96666667,75.0,-7.033333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18,4,0,1,0,1,0,0
65.91666667,69.0,-3.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,4,0,1,0,0,0,0
66.03333333,69.0,-2.9666666669999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0
70.91666667,68.0,2.916666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7,4,1,0,0,0,0,1
72.8,75.0,-2.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,16,4,0,0,0,0,0,0
76.71666667,75.0,1.716666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,17,4,0,1,0,1,0,1
63.21666667,75.0,-11.78333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,18,4,0,1,0,1,0,0
66.88333333,69.0,-2.116666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,19,4,0,1,0,1,0,0
8.85,69.0,-60.15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,22,4,0,1,0,0,0,0
64.9,69.0,-4.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0
65.1,68.0,-2.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,4,1,0,0,0,0,0
67.4,70.0,-2.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,12,4,0,0,0,0,0,0
70.91666667,74.0,-3.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,15,4,0,0,0,0,0,0
63.6,68.0,-4.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,17,4,0,1,0,1,0,0
70.58333333,75.0,-4.416666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,18,4,0,1,0,1,0,0
62.81666667,75.0,-12.18333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,18,4,0,1,0,1,0,0
66.93333333,69.0,-2.066666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,21,4,0,1,0,0,0,0
62.95,69.0,-6.05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0
66.68333333,73.0,-6.316666667000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,13,4,0,0,0,0,0,0
64.26666667,68.0,-3.733333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,17,4,0,1,0,1,0,0
81.83333333,75.0,6.833333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,17,4,0,1,0,1,0,1
67.41666667,69.0,-1.5833333330000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,21,4,0,1,0,0,0,0
64.65,69.0,-4.35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,4,0,0,0,0,0,0
66.98333333,70.0,-3.016666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,12,4,0,0,0,0,0,0
67.41666667,73.0,-5.583333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,13,4,0,0,0,0,0,0
70.73333333,74.0,-3.266666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,15,4,0,0,0,0,0,0
71.56666667,75.0,-3.433333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,16,4,0,0,0,0,0,0
67.08333333,75.0,-7.916666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,18,4,0,1,0,1,0,0
62.9,75.0,-12.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,18,4,0,1,0,1,0,0
69.55,68.0,1.55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,11,4,1,0,1,0,0,1
67.5,68.0,-0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,14,4,0,0,1,0,0,0
63.88333333,68.0,-4.116666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,20,4,0,1,1,0,0,0
66.23333333,68.0,-1.766666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,4,1,0,0,0,0,0
78.96666667,70.0,8.966666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,4,0,0,0,0,0,1
74.26666667,75.0,-0.7333333329999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,4,0,0,0,0,0,0
65.76666667,68.0,-2.233333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,4,0,1,0,1,0,0
65.53333333,69.0,-3.4666666669999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0
65.8,73.0,-7.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13,4,0,0,0,0,0,0
70.65,75.0,-4.35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,16,4,0,0,0,0,0,0
65.73333333,69.0,-3.266666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,0,0,0
74.11666667,68.0,6.1166666670000005,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,4,1,0,0,0,0,1
66.91666667,73.0,-6.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,13,4,0,0,0,0,0,0
71.46666667,75.0,-3.5333333330000003,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,16,4,0,0,0,0,0,0
68.51666667,75.0,-6.483333332999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,18,4,0,1,0,1,0,0
62.05,75.0,-12.95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,18,4,0,1,0,1,0,0
67.0,71.0,-4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,10,4,1,0,0,0,0,0
68.61666667,73.0,-4.383333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,13,4,0,0,0,0,0,0
70.4,74.0,-3.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,15,4,0,0,0,0,0,0
66.88333333,68.0,-1.116666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,17,4,0,1,0,1,0,0
60.36666667,75.0,-14.63333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,18,4,0,1,0,1,0,0
66.98333333,69.0,-2.016666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,19,4,0,1,0,1,0,0
66.35,68.0,-1.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,7,4,1,0,0,0,0,0
67.21666667,71.0,-3.7833333330000003,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,10,4,1,0,0,0,0,0
70.91666667,74.0,-3.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,15,4,0,0,0,0,0,0
74.96666667,75.0,-0.033333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,16,4,0,0,0,0,0,0
79.0,75.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,17,4,0,1,0,1,0,1
66.28333333,75.0,-8.716666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,18,4,0,1,0,1,0,0
62.68333333,75.0,-12.31666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,18,4,0,1,0,1,0,0
66.01666667,69.0,-2.983333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,4,0,0,1,0,0,0
63.7,68.0,-4.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,11,4,1,0,1,0,0,0
63.08333333,68.0,-4.916666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,14,4,0,0,1,0,0,0
69.81666667,68.0,1.8166666669999998,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,20,4,0,1,1,0,0,1
64.4,68.0,-3.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,8,4,1,0,1,1,0,0
64.36666667,68.0,-3.633333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,11,4,1,0,1,0,0,0
63.63333333,68.0,-4.366666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,14,4,0,0,1,0,0,0
67.91666667,71.0,-3.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,4,1,0,0,0,0,0
69.81666667,75.0,-5.183333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16,4,0,0,0,0,0,0
63.21666667,68.0,-4.783333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,4,0,1,0,1,0,0
66.3,69.0,-2.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,4,0,1,0,1,0,0
63.2,68.0,-4.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7,4,1,0,0,0,0,0
63.15,69.0,-5.85,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,9,4,1,0,0,1,0,0
72.91666667,71.0,1.9166666669999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10,4,1,0,0,0,0,1
66.23333333,70.0,-3.766666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,12,4,0,0,0,0,0,0
67.78333333,73.0,-5.216666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13,4,0,0,0,0,0,0
68.73333333,74.0,-5.266666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,15,4,0,0,0,0,0,0
69.98333333,69.0,0.9833333329999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,19,4,0,1,0,1,0,1
66.18333333,69.0,-2.816666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0
63.3,68.0,-4.7,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,5,1,0,0,0,0,0
64.98333333,69.0,-4.016666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,9,5,1,0,0,1,0,0
66.53333333,71.0,-4.466666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,10,5,1,0,0,0,0,0
68.31666667,70.0,-1.6833333330000002,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,12,5,0,0,0,0,0,0
64.18333333,68.0,-3.816666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,17,5,0,1,0,1,0,0
72.38333333,75.0,-2.616666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,17,5,0,1,0,1,0,0
66.41666667,69.0,-2.583333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,21,5,0,1,0,0,0,0
65.18333333,69.0,-3.816666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,5,0,0,0,0,0,0
65.03333333,68.0,-2.9666666669999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7,5,1,0,0,0,0,0
65.91666667,68.0,-2.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,17,5,0,1,0,1,0,0
62.46666667,75.0,-12.53333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,18,5,0,1,0,1,0,0
66.2,69.0,-2.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,19,5,0,1,0,1,0,0
65.58333333,69.0,-3.416666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,0,0,0
65.65,69.0,-3.35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,9,5,1,0,0,1,0,0
69.78333333,71.0,-1.216666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,10,5,1,0,0,0,0,0
67.8,73.0,-5.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,13,5,0,0,0,0,0,0
63.31666667,68.0,-4.683333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,17,5,0,1,0,1,0,0
76.9,75.0,1.9,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,17,5,0,1,0,1,0,1
66.73333333,75.0,-8.266666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,18,5,0,1,0,1,0,0
62.16666667,75.0,-12.83333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,18,5,0,1,0,1,0,0
68.43333333,69.0,-0.566666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,5,0,0,1,0,0,0
64.91666667,69.0,-4.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,5,1,0,0,1,0,0
67.93333333,73.0,-5.066666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,5,0,0,0,0,0,0
64.23333333,68.0,-3.766666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7,5,1,0,0,0,0,0
70.58333333,75.0,-4.416666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,18,5,0,1,0,1,0,0
70.1,69.0,1.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,19,5,0,1,0,1,0,1
67.4,69.0,-1.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,21,5,0,1,0,0,0,0
64.56666667,69.0,-4.433333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0
72.2,68.0,4.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,5,1,0,0,0,0,1
69.8,73.0,-3.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,13,5,0,0,0,0,0,0
65.01666667,69.0,-3.983333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,9,5,1,0,0,1,0,0
67.95,70.0,-2.05,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,12,5,0,0,0,0,0,0
66.31666667,73.0,-6.683333332999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,13,5,0,0,0,0,0,0
70.51666667,74.0,-3.483333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,15,5,0,0,0,0,0,0
71.08333333,75.0,-3.916666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,16,5,0,0,0,0,0,0
61.63333333,75.0,-13.36666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,18,5,0,1,0,1,0,0
65.01666667,69.0,-3.983333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,19,5,0,1,0,1,0,0
65.68333333,69.0,-3.316666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,0,0,0
66.05,68.0,-1.95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,7,5,1,0,0,0,0,0
68.36666667,71.0,-2.633333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,10,5,1,0,0,0,0,0
69.16666667,73.0,-3.833333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,13,5,0,0,0,0,0,0
64.8,68.0,-3.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,17,5,0,1,0,1,0,0
79.66666667,75.0,4.666666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,17,5,0,1,0,1,0,1
65.35,69.0,-3.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,5,0,0,1,0,0,0
65.5,68.0,-2.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,8,5,1,0,1,1,0,0
67.81666667,68.0,-0.18333333300000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,11,5,1,0,1,0,0,0
66.6,68.0,-1.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,17,5,0,1,1,1,0,0
71.76666667,68.0,3.766666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,20,5,0,1,1,0,0,1
64.0,68.0,-4.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,14,5,0,0,1,0,0,0
65.73333333,68.0,-2.266666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,20,5,0,1,1,0,0,0
64.16666667,68.0,-3.833333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,5,1,0,0,0,0,0
71.65,73.0,-1.35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,5,0,0,0,0,0,0
71.36666667,74.0,-2.633333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,5,0,0,0,0,0,0
65.56666667,68.0,-2.433333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,5,0,1,0,1,0,0
76.66666667,75.0,1.6666666669999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,5,0,1,0,1,0,1
70.25,75.0,-4.75,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,18,5,0,1,0,1,0,0
68.45,69.0,-0.55,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,5,0,1,0,1,0,0
65.7,69.0,-3.3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0
63.73333333,68.0,-4.266666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7,5,1,0,0,0,0,0
69.53333333,70.0,-0.46666666700000003,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,12,5,0,0,0,0,0,0
67.61666667,73.0,-5.3833333329999995,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13,5,0,0,0,0,0,0
82.25,75.0,7.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,17,5,0,1,0,1,0,1
67.6,75.0,-7.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,18,5,0,1,0,1,0,0
67.38333333,69.0,-1.6166666669999998,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,21,5,0,1,0,0,0,0
65.91666667,69.0,-3.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0
66.55,68.0,-1.45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,5,1,0,0,0,0,0
71.03333333,74.0,-2.9666666669999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,15,5,0,0,0,0,0,0
63.75,68.0,-4.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,17,5,0,1,0,1,0,0
67.93333333,75.0,-7.066666667000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,18,5,0,1,0,1,0,0
71.16666667,74.0,-2.833333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,15,5,0,0,0,0,0,0
73.65,75.0,-1.35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,17,5,0,1,0,1,0,0
64.78333333,69.0,-4.216666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,5,0,0,0,0,0,0
65.91666667,68.0,-2.083333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,7,5,1,0,0,0,0,0
67.26666667,71.0,-3.733333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,10,5,1,0,0,0,0,0
70.13333333,74.0,-3.866666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,15,5,0,0,0,0,0,0
67.31666667,75.0,-7.683333332999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,18,5,0,1,0,1,0,0
65.65,69.0,-3.35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,19,5,0,1,0,1,0,0
68.45,68.0,0.45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,20,5,0,1,1,0,0,1
63.35,68.0,-4.65,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,11,5,1,0,1,0,0,0
67.93333333,68.0,-0.066666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,20,5,0,1,1,0,0,0
66.28333333,69.0,-2.7166666669999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,9,5,1,0,0,1,0,0
68.85,73.0,-4.15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,5,0,0,0,0,0,0
70.2,74.0,-3.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,15,5,0,0,0,0,0,0
82.36666667,75.0,7.3666666670000005,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,5,0,1,0,1,0,1
83.88333333,75.0,8.883333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,17,5,0,1,0,1,0,1
64.36666667,68.0,-3.633333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,7,5,1,0,0,0,0,0
67.4,71.0,-3.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,10,5,1,0,0,0,0,0
66.96666667,73.0,-6.033333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,13,5,0,0,0,0,0,0
70.48333333,74.0,-3.516666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,15,5,0,0,0,0,0,0
79.15,75.0,4.15,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,16,5,0,0,0,0,0,1
67.13333333,68.0,-0.8666666670000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,17,5,0,1,0,1,0,0
64.18333333,69.0,-4.816666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,0,0,0
65.78333333,68.0,-2.2166666669999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,7,5,1,0,0,0,0,0
64.93333333,69.0,-4.066666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,9,5,1,0,0,1,0,0
70.53333333,74.0,-3.4666666669999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,15,5,0,0,0,0,0,0
67.01666667,68.0,-0.9833333329999999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,17,5,0,1,0,1,0,0
71.01666667,75.0,-3.983333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,17,5,0,1,0,1,0,0
71.41666667,72.0,-0.583333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,19,5,0,1,0,1,0,0
65.86666667,69.0,-3.133333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,21,5,0,1,0,0,0,0
61.46666667,69.0,-7.533333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,5,0,0,0,0,0,0
59.75,68.0,-8.25,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,7,5,1,0,0,0,0,0
70.56666667,74.0,-3.433333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,15,5,0,0,0,0,0,0
72.11666667,75.0,-2.883333333,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,16,5,0,0,0,0,0,0
66.41666667,68.0,-1.5833333330000001,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,17,5,0,1,0,1,0,0
70.55,75.0,-4.45,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,17,5,0,1,0,1,0,0
67.05,75.0,-7.95,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,18,5,0,1,0,1,0,0
56.63333333,67.0,-10.36666667,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,19,5,0,1,0,1,0,0
67.53333333,71.0,-3.4666666669999997,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,10,5,1,0,0,0,0,0
